,112.194.112.175,8118,四川南充,高匿,HTTPS,,,12天,20-05-04 10:00
,117.69.152.116,4216,安徽黄山,高匿,HTTP,,,4天,20-05-04 09:20
,117.69.171.237,4216,安徽黄山,高匿,HTTP,,,39分钟,20-05-04 09:00
,14.114.39.78,8118,广东中山,高匿,HTTP,,,4小时,20-05-04 08:20
,14.145.235.192,8118,广东广州,高匿,HTTP,,,5天,20-05-04 08:20
,117.69.153.180,4216,安徽黄山,高匿,HTTP,,,1分钟,20-05-04 08:20
,117.69.171.186,4216,安徽黄山,高匿,HTTPS,,,20分钟,20-05-04 08:20
,117.69.178.6,4216,安徽黄山,高匿,HTTPS,,,19分钟,20-05-04 08:20
,117.69.152.30,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-05-04 08:00
,49.85.97.32,10098,江苏泰州,高匿,HTTP,,,1分钟,20-05-04 07:20
,122.51.49.88,8888,广东佛山,高匿,HTTP,,,37天,20-05-04 07:00
,116.113.27.170,47849,内蒙古呼和浩特,高匿,HTTPS,,,543天,20-05-04 06:00
,121.239.88.118,3128,江苏,高匿,HTTPS,,,1分钟,20-05-04 06:00
,115.148.240.86,8118,江西鹰潭,高匿,HTTP,,,1分钟,20-05-04 05:20
,120.24.76.81,8123,北京,高匿,HTTPS,,,1分钟,20-05-04 05:00
,106.14.173.173,8080,,高匿,HTTP,,,40天,20-05-04 04:21
,114.233.3.180,63651,江苏泰州,高匿,HTTP,,,1分钟,20-05-04 04:20
,121.40.180.172,8888,河北邯郸,高匿,HTTP,,,5天,20-05-04 02:20
,183.166.163.220,9999,安徽合肥,高匿,HTTP,,,110天,20-05-04 01:20
,58.213.26.32,3000,江苏南京,高匿,HTTPS,,,4小时,20-05-04 00:00
,121.237.148.179,3000,江苏南京,高匿,HTTPS,,,49天,20-05-04 00:00
,117.69.168.68,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-05-04 00:00
,112.53.83.102,808,江苏,高匿,HTTP,,,2天,20-05-03 23:00
,183.166.241.70,4216,安徽亳州,高匿,HTTP,,,4小时,20-05-03 20:20
,218.249.45.162,35586,北京,高匿,HTTPS,,,536天,20-05-03 20:20
,183.166.252.6,4216,安徽亳州,高匿,HTTP,,,5小时,20-05-03 20:20
,117.67.127.156,4216,安徽阜阳,高匿,HTTP,,,10小时,20-05-03 20:20
,183.166.253.239,6666,安徽亳州,高匿,socks4/5,,,2640天,20-05-03 20:20
,117.67.74.201,4216,安徽阜阳,高匿,HTTP,,,1分钟,20-05-03 20:20
,117.67.74.27,4216,安徽阜阳,高匿,HTTP,,,1分钟,20-05-03 20:20
,183.166.253.204,4216,安徽亳州,高匿,HTTPS,,,21小时,20-05-03 20:20
,58.213.26.114,3000,江苏南京,高匿,HTTPS,,,1分钟,20-05-03 20:00
,121.237.149.100,3000,江苏南京,高匿,HTTP,,,31天,20-05-03 19:20
,117.88.177.138,3000,江苏南京,高匿,HTTP,,,1分钟,20-05-03 19:20
,60.217.73.238,8060,山东威海,高匿,HTTP,,,14天,20-05-03 18:21
,183.166.139.157,4216,安徽合肥,高匿,HTTPS,,,1分钟,20-05-03 17:00
,36.57.86.110,4216,安徽,高匿,HTTPS,,,1分钟,20-05-03 15:00
,113.128.31.193,31996,山东济南,高匿,HTTPS,,,791天,20-05-03 15:00
,117.62.172.142,8118,江苏,高匿,HTTPS,,,1分钟,20-05-03 13:00
,183.165.30.84,4216,安徽宣城,高匿,HTTP,,,1分钟,20-05-03 12:20
,223.215.106.187,4216,安徽,高匿,HTTP,,,1分钟,20-05-03 12:20
,120.10.3.216,8118,河北沧州,高匿,HTTP,,,2天,20-05-03 12:20
,60.167.133.229,808,安徽芜湖,高匿,HTTPS,,,1071天,20-05-03 10:20
,183.230.179.164,8060,移动,高匿,HTTP,,,1天,20-05-03 08:20
,114.104.128.161,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-05-03 07:01
,222.190.239.149,8118,江苏泰州,高匿,HTTP,,,2天,20-05-03 02:20
,114.104.185.131,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-05-02 23:00
,223.215.107.173,4216,安徽,高匿,HTTPS,,,1分钟,20-05-02 23:00
,183.166.133.97,4216,安徽合肥,高匿,HTTPS,,,1分钟,20-05-02 23:00
,117.69.179.134,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-05-02 23:00
,117.69.171.29,4216,安徽黄山,高匿,HTTP,,,1小时,20-05-02 22:20
,121.237.148.201,3000,江苏南京,高匿,HTTP,,,119天,20-05-02 22:20
,117.88.176.239,3000,江苏南京,高匿,HTTP,,,115天,20-05-02 20:00
,122.241.223.143,3000,浙江丽水,高匿,HTTPS,,,1天,20-05-02 19:20
,121.237.148.207,3000,江苏南京,高匿,HTTP,,,2天,20-05-02 17:20
,114.239.122.65,4216,江苏宿迁,高匿,HTTP,,,1分钟,20-05-02 17:20
,114.239.127.128,4216,江苏宿迁,高匿,HTTPS,,,2小时,20-05-02 17:20
,171.35.50.18,8118,江西,高匿,HTTPS,,,4天,20-05-02 17:20
,112.85.107.185,4216,江苏,高匿,HTTPS,,,1分钟,20-05-02 17:00
,183.166.162.91,4216,安徽合肥,高匿,HTTPS,,,1分钟,20-05-02 17:00
,27.203.223.64,8060,山东威海,高匿,HTTP,,,1分钟,20-05-02 16:21
,114.239.126.191,4216,江苏宿迁,高匿,HTTP,,,1分钟,20-05-02 16:20
,183.165.30.156,4216,安徽宣城,高匿,HTTP,,,1分钟,20-05-02 16:20
,36.57.87.108,4216,安徽,高匿,HTTPS,,,1小时,20-05-02 16:20
,114.239.126.169,4216,江苏宿迁,高匿,HTTP,,,1分钟,20-05-02 16:20
,220.179.102.124,4216,安徽黄山,高匿,HTTP,,,1分钟,20-05-02 16:20
,183.64.239.19,8060,重庆,高匿,HTTP,,,1分钟,20-05-02 15:21
,60.188.15.255,3000,浙江台州市黄岩区,高匿,HTTPS,,,2小时,20-05-02 15:20
,112.85.94.20,4216,江苏,高匿,HTTPS,,,1分钟,20-05-02 15:00
,223.215.107.122,4216,安徽,高匿,HTTP,,,1分钟,20-05-02 14:20
,117.69.170.65,4216,安徽黄山,高匿,HTTP,,,1分钟,20-05-02 14:20
,60.217.64.237,31923,山东威海,高匿,HTTP,,,543天,20-05-02 14:00
,14.114.37.17,8118,广东中山,高匿,HTTPS,,,1分钟,20-05-02 14:00
,117.93.18.14,8118,江苏盐城,高匿,HTTPS,,,2天,20-05-02 14:00
,180.109.124.48,4216,江苏南京,高匿,HTTPS,,,9小时,20-05-02 13:20
,221.226.195.69,4216,江苏南京,高匿,HTTP,,,4小时,20-05-02 13:20
,114.239.126.208,4216,江苏宿迁,高匿,HTTP,,,1分钟,20-05-02 13:20
,180.109.127.181,4216,江苏南京,高匿,HTTP,,,1分钟,20-05-02 13:20
,112.85.93.75,4216,江苏,高匿,HTTPS,,,4小时,20-05-02 13:20
,27.184.147.176,8118,河北石家庄,高匿,HTTPS,,,1分钟,20-05-02 11:00
国家,IP地址,端口,服务器地址,是否匿名,类型,速度,连接时间,存活时间,验证时间
,113.128.120.84,10098,山东济南,高匿,HTTP,,,19分钟,20-05-02 10:40
,117.69.181.216,4216,安徽黄山,高匿,HTTP,,,1分钟,20-05-02 10:21
,114.104.129.122,4216,安徽黄山,高匿,HTTP,,,1分钟,20-05-02 10:20
,36.57.76.154,4216,安徽,高匿,HTTP,,,1分钟,20-05-02 10:20
,114.222.246.186,4216,江苏南京,高匿,HTTP,,,1分钟,20-05-02 09:20
,121.237.148.83,3000,江苏南京,高匿,HTTPS,,,1分钟,20-05-02 09:00
,121.225.52.43,4216,江苏,高匿,HTTP,,,1分钟,20-05-02 08:21
,121.225.53.210,4216,江苏,高匿,HTTP,,,14小时,20-05-02 08:00
,49.65.164.138,4216,江苏苏州,高匿,HTTPS,,,2小时,20-05-02 08:00
,113.120.62.40,8010,山东济南,高匿,HTTP,,,1分钟,20-05-02 06:20
,121.225.52.34,4216,江苏,高匿,HTTPS,,,1分钟,20-05-02 06:00
,115.231.5.230,44524,浙江杭州,高匿,HTTPS,,,581天,20-05-02 05:20
,121.237.149.18,3000,江苏南京,高匿,HTTP,,,1分钟,20-05-02 03:20
,36.57.77.98,4216,安徽,高匿,HTTPS,,,1分钟,20-05-02 03:00
,180.111.136.200,4216,江苏南京,高匿,HTTPS,,,1分钟,20-05-02 03:00
,111.38.91.99,8060,安徽,高匿,HTTP,,,1天,20-05-02 00:21
,58.213.26.247,3000,江苏南京,高匿,HTTP,,,1分钟,20-05-02 00:20
,123.55.2.208,47096,河南洛阳,高匿,HTTPS,,,1分钟,20-05-01 23:00
,121.225.53.11,4216,江苏,高匿,HTTPS,,,1分钟,20-05-01 23:00
,183.166.250.23,4216,安徽亳州,高匿,HTTP,,,5小时,20-05-01 22:20
,112.85.87.53,4216,江苏,高匿,HTTPS,,,20分钟,20-05-01 22:20
,114.239.124.6,4216,江苏宿迁,高匿,HTTPS,,,1小时,20-05-01 22:20
,114.239.126.10,61234,江苏宿迁,高匿,HTTPS,,,667天,20-05-01 22:20
,223.215.106.34,4216,安徽,高匿,HTTPS,,,59分钟,20-05-01 22:00
,49.65.165.76,4216,江苏苏州,高匿,HTTPS,,,1分钟,20-05-01 21:00
,119.190.150.121,8060,山东威海,高匿,HTTP,,,1分钟,20-05-01 20:21
,118.78.196.171,8118,山西运城,高匿,HTTP,,,1分钟,20-05-01 20:21
,117.88.4.182,3000,江苏南京,高匿,HTTP,,,1分钟,20-05-01 20:20
,117.88.176.25,3000,江苏南京,高匿,HTTPS,,,43天,20-05-01 20:20
,117.88.177.216,3000,江苏南京,高匿,HTTP,,,124天,20-05-01 19:20
,121.237.149.71,3000,江苏南京,高匿,HTTP,,,36天,20-05-01 17:20
,121.237.148.122,3000,江苏南京,高匿,HTTPS,,,74天,20-05-01 17:20
,183.143.54.254,8118,浙江湖州,高匿,HTTPS,,,1分钟,20-05-01 17:00
,14.157.118.185,8118,广东佛山,高匿,HTTPS,,,1分钟,20-05-01 16:00
,119.179.165.112,8060,山东威海,高匿,HTTP,,,1分钟,20-05-01 11:21
,218.58.193.98,8060,山东威海,高匿,HTTP,,,64天,20-05-01 08:21
,183.166.163.110,4216,安徽合肥,高匿,HTTPS,,,1分钟,20-05-01 07:00
,183.166.249.249,4216,安徽亳州,高匿,HTTP,,,1分钟,20-05-01 06:20
,183.166.250.246,4216,安徽亳州,高匿,HTTP,,,1分钟,20-05-01 06:20
,120.78.64.154,8213,长城宽带,高匿,HTTP,,,1小时,20-05-01 06:20
,123.14.253.129,8118,河南郑州,高匿,HTTP,,,1分钟,20-05-01 05:20
,119.84.84.185,12345,重庆,高匿,HTTP,,,18天,20-05-01 04:00
,220.168.52.245,55255,湖南长沙,高匿,HTTPS,,,582天,20-05-01 03:00
,117.69.171.221,4216,安徽黄山,高匿,HTTPS,,,3小时,20-05-01 01:00
,117.69.150.232,4216,安徽黄山,高匿,HTTPS,,,4小时,20-05-01 01:00
,117.88.4.206,3000,江苏南京,高匿,HTTPS,,,147天,20-05-01 01:00
,113.119.36.36,8118,广东广州,高匿,HTTP,,,1分钟,20-05-01 00:20
,183.157.72.68,8118,浙江杭州,高匿,HTTP,,,1分钟,20-04-30 23:20
,121.237.149.178,3000,江苏南京,高匿,HTTPS,,,32天,20-04-30 23:01
,124.234.55.16,8118,吉林,高匿,HTTP,,,1分钟,20-04-30 22:20
,122.51.183.224,808,铁通(全国通用),高匿,HTTP,,,9天,20-04-30 21:20
,117.69.130.190,4216,安徽黄山,高匿,HTTPS,,,1小时,20-04-30 21:00
,117.69.180.228,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-04-30 19:00
,119.5.34.126,1133,四川达州,高匿,HTTP,,,1分钟,20-04-30 18:20
,58.61.154.153,8080,广东深圳,高匿,HTTPS,,,10天,20-04-30 17:20
,183.167.217.152,63000,安徽滁州,高匿,HTTP,,,695天,20-04-30 17:20
,114.99.7.223,37824,安徽安庆,高匿,HTTP,,,1分钟,20-04-30 15:20
,121.9.199.210,8118,广东佛山市三水区,高匿,HTTPS,,,1分钟,20-04-30 13:00
,39.137.69.6,8080,移动,高匿,HTTP,,,18天,20-04-30 11:20
,183.166.162.157,4216,安徽合肥,高匿,HTTPS,,,1分钟,20-04-30 11:00
,114.104.184.138,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-04-30 11:00
,121.237.148.241,3000,江苏南京,高匿,HTTPS,,,31天,20-04-30 11:00
,117.88.176.94,3000,江苏南京,高匿,HTTPS,,,40天,20-04-30 11:00
,183.166.162.151,4216,安徽合肥,高匿,HTTP,,,1分钟,20-04-30 09:20
,106.75.177.227,8111,山东济南,高匿,HTTP,,,49天,20-04-30 09:00
,117.69.96.206,3712,安徽宿州,高匿,HTTPS,,,1分钟,20-04-30 08:00
,121.40.162.239,808,河北邯郸,高匿,HTTP,,,57天,20-04-30 07:21
,221.180.170.104,8080,辽宁,高匿,HTTP,,,21天,20-04-30 07:21
,221.1.205.74,8060,山东菏泽,高匿,HTTP,,,59天,20-04-30 07:20
,121.237.148.245,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-30 07:20
,117.69.153.79,4216,安徽黄山,高匿,HTTPS,,,1分钟,20-04-30 07:00
,121.237.149.164,3000,江苏南京,高匿,HTTP,,,46天,20-04-30 07:00
,121.237.149.61,3000,江苏南京,高匿,HTTPS,,,10天,20-04-30 04:20
,222.95.144.75,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-30 04:01
,121.237.148.31,3000,江苏南京,高匿,HTTP,,,63天,20-04-30 03:20
,117.88.176.145,3000,江苏南京,高匿,HTTP,,,150天,20-04-30 03:20
,117.88.177.4,3000,江苏南京,高匿,HTTPS,,,152天,20-04-30 03:00
,171.221.86.102,8118,四川,高匿,HTTP,,,14小时,20-04-30 02:20
,183.166.171.43,8888,安徽合肥,高匿,HTTP,,,1分钟,20-04-30 00:20
,117.88.177.64,3000,江苏南京,高匿,HTTP,,,142天,20-04-29 23:20
,222.95.144.84,3000,江苏南京,高匿,HTTP,,,1小时,20-04-29 23:20
,223.241.79.115,8010,安徽芜湖,高匿,HTTPS,,,903天,20-04-29 23:00
,183.157.192.149,8118,浙江杭州,高匿,HTTP,,,1分钟,20-04-29 22:20
,121.237.148.131,3000,江苏南京,高匿,HTTPS,,,49天,20-04-29 20:20
,121.40.108.76,80,河北衡水,高匿,HTTP,,,1662天,20-04-29 19:21
,117.88.4.156,3000,江苏南京,高匿,HTTPS,,,41天,20-04-29 18:01
,222.95.144.31,3000,江苏南京,高匿,HTTPS,,,1小时,20-04-29 17:20
,117.88.176.214,3000,江苏南京,高匿,HTTPS,,,20分钟,20-04-29 14:20
,182.138.119.173,8118,四川乐山,高匿,HTTPS,,,1分钟,20-04-29 14:00
,222.95.144.164,3000,江苏南京,高匿,HTTPS,,,82天,20-04-29 13:20
,222.95.144.238,3000,江苏南京,高匿,HTTPS,,,19小时,20-04-29 12:21
,115.223.2.114,80,浙江温州,高匿,HTTP,,,12小时,20-04-29 11:21
,124.156.98.172,80,浙江宁波,高匿,HTTP,,,49天,20-04-29 10:20
,122.51.231.113,8080,铁通(全国通用),高匿,HTTPS,,,19小时,20-04-29 10:20
,121.237.149.65,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-29 10:20
,117.88.177.218,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-29 10:00
,117.88.177.159,3000,江苏南京,高匿,HTTP,,,145天,20-04-29 09:00
,117.88.5.237,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-29 09:00
,117.158.65.216,46697,移动,高匿,HTTPS,,,1分钟,20-04-29 08:00
,58.211.134.98,31744,江苏苏州,高匿,HTTP,,,324天,20-04-29 07:20
国家,IP地址,端口,服务器地址,是否匿名,类型,速度,连接时间,存活时间,验证时间
,210.5.10.87,53281,广东广州,高匿,HTTPS,,,497天,20-04-29 06:00
,101.132.123.99,8080,北京,高匿,HTTP,,,4天,20-04-29 02:20
,39.137.69.8,80,移动,高匿,HTTP,,,20天,20-04-29 00:20
,122.246.88.198,8118,浙江宁波,高匿,HTTP,,,1分钟,20-04-29 00:20
,222.95.144.60,3000,江苏南京,高匿,HTTPS,,,59天,20-04-29 00:00
,121.237.149.117,3000,江苏南京,高匿,HTTP,,,52天,20-04-28 23:20
,117.88.176.45,3000,江苏南京,高匿,HTTPS,,,134天,20-04-28 23:20
,121.237.149.157,3000,江苏南京,高匿,HTTP,,,33天,20-04-28 23:00
,113.194.31.203,9999,江西,高匿,HTTPS,,,1分钟,20-04-28 23:00
,222.95.144.209,3000,江苏南京,高匿,HTTP,,,53天,20-04-28 22:21
,222.95.144.252,3000,江苏南京,高匿,HTTPS,,,20分钟,20-04-28 22:20
,121.237.148.74,3000,江苏南京,高匿,HTTPS,,,145天,20-04-28 22:20
,120.24.83.5,3128,北京,高匿,HTTP,,,1分钟,20-04-28 22:20
,58.213.26.22,3000,江苏南京,高匿,HTTPS,,,20分钟,20-04-28 22:20
,60.168.207.119,1133,安徽合肥,高匿,HTTP,,,1分钟,20-04-28 22:20
,117.88.5.239,3000,江苏南京,高匿,HTTP,,,29天,20-04-28 21:21
,117.88.177.107,3000,江苏南京,高匿,HTTPS,,,169天,20-04-28 21:21
,117.88.176.245,3000,江苏南京,高匿,HTTP,,,148天,20-04-28 20:20
,117.88.177.67,3000,江苏南京,高匿,HTTP,,,53天,20-04-28 20:00
,120.83.108.115,9999,广东揭阳市普宁,高匿,HTTP,,,340天,20-04-28 19:20
,218.14.108.53,8060,广东惠州,高匿,HTTP,,,59天,20-04-28 18:21
,121.237.149.188,3000,江苏南京,高匿,HTTP,,,35天,20-04-28 17:21
,117.88.177.160,3000,江苏南京,高匿,HTTPS,,,120天,20-04-28 17:00
,115.196.195.120,8060,浙江杭州,高匿,HTTP,,,1分钟,20-04-28 16:21
,117.88.177.32,3000,江苏南京,高匿,HTTPS,,,2小时,20-04-28 16:20
,101.132.190.101,80,北京,高匿,HTTP,,,24天,20-04-28 15:21
,117.88.176.170,3000,江苏南京,高匿,HTTP,,,51天,20-04-28 15:00
,117.88.176.42,3000,江苏南京,高匿,HTTPS,,,45天,20-04-28 15:00
,117.88.176.134,3000,江苏南京,高匿,HTTP,,,60天,20-04-28 14:21
,222.95.144.87,3000,江苏南京,高匿,HTTP,,,33天,20-04-28 14:20
,27.184.123.176,8118,河北石家庄,高匿,HTTP,,,1小时,20-04-28 14:20
,121.237.148.193,3000,江苏南京,高匿,HTTP,,,13小时,20-04-28 14:00
,219.143.207.45,800,北京,高匿,HTTP,,,1分钟,20-04-28 13:21
,106.15.126.137,8080,,高匿,HTTPS,,,1分钟,20-04-28 13:00
,182.96.158.55,8118,江西南昌,高匿,HTTPS,,,1分钟,20-04-28 13:00
,114.104.17.178,10098,安徽六安,高匿,HTTPS,,,1分钟,20-04-28 13:00
,115.204.198.148,8118,浙江杭州,高匿,HTTP,,,7天,20-04-28 12:20
,121.8.146.99,8060,广东广州,高匿,HTTP,,,60天,20-04-28 12:20
,117.88.177.93,3000,江苏南京,高匿,HTTPS,,,165天,20-04-28 12:20
,111.76.168.201,8118,江西新余,高匿,HTTP,,,1分钟,20-04-28 11:21
,221.182.89.234,63000,四川,高匿,HTTP,,,1分钟,20-04-28 11:20
,117.88.176.229,3000,江苏南京,高匿,HTTPS,,,68天,20-04-28 11:20
,60.184.196.213,8888,浙江丽水,高匿,HTTPS,,,1分钟,20-04-28 10:00
,183.166.171.252,61234,安徽合肥,高匿,HTTP,,,234天,20-04-28 08:20
,125.40.11.183,8118,河南郑州,高匿,HTTPS,,,787天,20-04-28 05:20
,175.148.77.47,1133,辽宁葫芦岛,高匿,HTTPS,,,521天,20-04-28 00:00
,222.95.144.68,3000,江苏南京,高匿,HTTPS,,,40天,20-04-27 22:00
,175.148.78.181,1133,辽宁葫芦岛,高匿,HTTPS,,,686天,20-04-27 21:00
,117.88.4.91,3000,江苏南京,高匿,HTTP,,,60天,20-04-27 20:20
,121.237.148.211,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-27 20:00
,222.95.144.189,3000,江苏南京,高匿,HTTP,,,58天,20-04-27 20:00
,121.237.148.155,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-27 18:00
,117.88.5.197,3000,江苏南京,高匿,HTTP,,,58天,20-04-27 16:20
,115.221.240.171,9999,浙江温州,高匿,HTTPS,,,1分钟,20-04-27 16:00
,117.88.5.241,3000,江苏南京,高匿,HTTPS,,,26天,20-04-27 16:00
,117.88.177.86,3000,江苏南京,高匿,HTTP,,,58天,20-04-27 16:00
,171.35.163.6,9999,江西,高匿,HTTP,,,1分钟,20-04-27 15:20
,114.99.0.211,808,安徽安庆,高匿,HTTPS,,,1076天,20-04-27 15:20
,113.195.171.75,9999,江西赣州,高匿,HTTP,,,1分钟,20-04-27 15:20
,222.95.144.121,3000,江苏南京,高匿,HTTP,,,37天,20-04-27 15:00
,117.88.5.116,3000,江苏南京,高匿,HTTPS,,,80天,20-04-27 15:00
,118.24.118.207,808,,高匿,HTTPS,,,1分钟,20-04-27 14:00
,112.192.34.47,1133,四川达州,高匿,HTTP,,,14天,20-04-27 14:00
,171.35.166.86,9999,江西,高匿,HTTPS,,,1分钟,20-04-27 11:00
,110.243.8.26,9999,河北唐山,高匿,HTTPS,,,1分钟,20-04-27 11:00
,60.217.129.63,8060,山东威海,高匿,HTTP,,,1分钟,20-04-27 09:21
,139.196.193.85,8080,长城宽带,高匿,HTTPS,,,3天,20-04-27 08:20
,123.171.5.124,8118,山东聊城,高匿,HTTP,,,1分钟,20-04-27 05:20
,175.148.71.139,1133,辽宁葫芦岛,高匿,HTTP,,,685天,20-04-27 04:20
,114.223.208.165,8118,江苏无锡,高匿,HTTP,,,9天,20-04-27 03:20
,114.226.35.175,8118,江苏常州,高匿,HTTPS,,,1分钟,20-04-27 02:00
,175.148.69.176,1133,辽宁葫芦岛,高匿,HTTP,,,1分钟,20-04-27 01:21
,175.43.35.39,9999,福建泉州,高匿,HTTPS,,,1分钟,20-04-27 00:01
,114.226.160.141,9999,江苏常州,高匿,HTTPS,,,1分钟,20-04-27 00:00
,113.195.225.130,9999,江西赣州,高匿,HTTP,,,1分钟,20-04-26 23:20
,182.61.12.214,8888,北京,高匿,HTTP,,,1小时,20-04-26 20:00
,113.194.30.80,9999,江西,高匿,HTTP,,,1分钟,20-04-26 19:20
,183.166.170.208,8888,安徽合肥,高匿,HTTP,,,1分钟,20-04-26 19:20
,117.88.5.253,3000,江苏南京,高匿,HTTP,,,42天,20-04-26 19:00
,60.31.213.115,808,内蒙古呼伦贝尔,高匿,HTTPS,,,12天,20-04-26 16:00
,171.35.147.251,9999,江西,高匿,HTTP,,,1分钟,20-04-26 15:20
,144.123.70.205,10086,山东,高匿,HTTPS,,,1分钟,20-04-26 14:00
,121.237.148.106,3000,江苏南京,高匿,HTTP,,,37天,20-04-26 13:00
,117.88.5.246,3000,江苏南京,高匿,HTTP,,,113天,20-04-26 12:20
,110.243.10.182,9999,河北唐山,高匿,HTTPS,,,1分钟,20-04-26 11:01
,49.70.18.179,61234,江苏苏州,高匿,HTTPS,,,667天,20-04-26 10:20
,121.237.149.66,3000,江苏南京,高匿,HTTP,,,58天,20-04-26 07:00
,60.167.112.199,1133,安徽芜湖,高匿,HTTP,,,1分钟,20-04-26 06:20
,121.237.148.101,3000,江苏南京,高匿,HTTP,,,68天,20-04-26 06:00
,221.193.94.18,8118,河北沧州市任丘,高匿,HTTPS,,,4天,20-04-26 03:00
,121.237.148.183,3000,江苏南京,高匿,HTTPS,,,29天,20-04-26 00:20
,171.11.33.58,9999,河南,高匿,HTTPS,,,1分钟,20-04-26 00:00
,113.194.28.11,9999,江西,高匿,HTTP,,,137天,20-04-25 22:00
,113.195.168.115,48888,江西赣州,高匿,HTTP,,,851天,20-04-25 21:01
,118.113.247.115,9999,四川成都,高匿,HTTP,,,1分钟,20-04-25 20:20
,60.167.112.236,1133,安徽芜湖,高匿,HTTP,,,1分钟,20-04-25 19:20
,117.88.177.101,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-25 18:00
,183.166.136.144,8888,安徽合肥,高匿,HTTP,,,1分钟,20-04-25 17:20
,27.208.231.100,8060,山东,高匿,HTTP,,,1天,20-04-25 16:21
,123.169.99.177,9999,山东淄博,高匿,HTTP,,,1分钟,20-04-25 16:20
国家,IP地址,端口,服务器地址,是否匿名,类型,速度,连接时间,存活时间,验证时间
,119.4.13.26,1133,四川成都,高匿,HTTPS,,,545天,20-04-25 13:21
,58.253.158.177,9999,广东揭阳,高匿,HTTP,,,1分钟,20-04-25 13:20
,112.84.73.53,9999,江苏徐州,高匿,HTTP,,,1分钟,20-04-25 12:21
,221.237.37.137,8118,四川成都,高匿,HTTP,,,1分钟,20-04-25 12:20
,117.45.139.84,9006,江西九江,高匿,HTTPS,,,15天,20-04-25 12:00
,171.35.86.72,8118,江西,高匿,HTTPS,,,1分钟,20-04-25 11:00
,49.235.246.24,8118,北京,高匿,HTTP,,,58天,20-04-25 10:20
,60.188.65.73,3000,浙江台州,高匿,HTTP,,,6小时,20-04-25 07:00
,175.148.69.26,1133,辽宁葫芦岛,高匿,HTTP,,,1分钟,20-04-25 01:20
,183.166.103.164,9999,安徽淮南,高匿,HTTPS,,,1分钟,20-04-25 01:00
,113.195.225.68,9999,江西赣州,高匿,HTTP,,,1分钟,20-04-24 23:20
,117.88.176.123,3000,江苏南京,高匿,HTTPS,,,48天,20-04-24 21:20
,175.148.68.175,1133,辽宁葫芦岛,高匿,HTTP,,,562天,20-04-24 21:20
,171.35.163.132,9999,江西,高匿,HTTPS,,,1分钟,20-04-24 21:00
,117.88.177.24,3000,江苏南京,高匿,HTTP,,,102天,20-04-24 20:00
,121.237.148.135,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-24 19:20
,121.237.149.220,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-24 19:20
,110.243.5.40,9999,河北唐山,高匿,HTTP,,,1分钟,20-04-24 16:20
,122.4.40.194,27430,山东济南,高匿,HTTPS,,,936天,20-04-24 14:20
,115.49.74.102,8118,河南南阳,高匿,HTTPS,,,1分钟,20-04-24 12:00
,101.200.81.61,80,北京,高匿,HTTP,,,13小时,20-04-24 11:00
,49.76.237.243,8123,江苏无锡,高匿,HTTPS,,,1小时,20-04-24 11:00
,117.88.176.221,3000,江苏南京,高匿,HTTPS,,,142天,20-04-24 10:00
,113.77.101.202,8118,广东东莞,高匿,HTTP,,,1分钟,20-04-24 08:20
,124.239.216.14,8060,河北保定,高匿,HTTP,,,47天,20-04-24 07:21
,115.219.168.69,8118,浙江温州,高匿,HTTP,,,2天,20-04-24 06:20
,117.88.176.162,3000,江苏南京,高匿,HTTPS,,,56天,20-04-24 01:20
,117.88.177.143,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-24 01:20
,117.88.176.194,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-24 01:20
,27.188.65.244,8060,河北邯郸,高匿,HTTP,,,54天,20-04-23 21:21
,115.46.116.170,8123,广西南宁,高匿,HTTP,,,1分钟,20-04-23 20:20
,121.237.149.63,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-23 18:20
,117.88.176.55,3000,江苏南京,高匿,HTTP,,,49天,20-04-23 18:00
,119.180.173.81,8060,山东威海,高匿,HTTP,,,1分钟,20-04-23 17:21
,222.95.144.202,3000,江苏南京,高匿,HTTPS,,,1分钟,20-04-23 17:00
,114.104.134.142,8888,安徽黄山,高匿,HTTPS,,,1分钟,20-04-23 14:00
,121.237.149.218,3000,江苏南京,高匿,HTTP,,,1分钟,20-04-23 12:20
,27.184.157.205,8118,河北石家庄,高匿,HTTPS,,,1分钟,20-04-23 10:00
